SIFT_pred	LRT_pred	MutationTaster_pred	FATHMM_pred	clinvar_clnsig
.	D	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	A	.	Pathogenic
.	D	A	.	Pathogenic
.	N	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Benign
.	D	D	.	Uncertain_significance
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic/Likely_pathogenic
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	A	.	Uncertain_significance
.	N	A	.	Pathogenic
.	D	N	.	Conflicting_interpretations_of_pathogenicity
.	D	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	D	.	Benign
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	D	.	Benign/Likely_benign
.	N	N	.	Benign/Likely_benign
.	N	N	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	N	N	.	Uncertain_significance
.	N	A	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	A	.	Pathogenic
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Conflicting_interpretations_of_pathogenicity
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Benign/Likely_benign
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Likely_benign
.	D	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	D	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Benign/Likely_benign
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	A	.	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
T	D	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	N	A	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	N	.	Benign
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Uncertain_significance
.	U	D	.	Likely_benign
.	U	D	.	Likely_benign
.	U	D	.	Benign
.	U	D	.	Uncertain_significance
.	D	D	.	Benign/Likely_benign
.	N	N	.	Likely_benign
.	.	D	.	Likely_pathogenic
.	N	P	.	Benign
.	N	D	.	Benign/Likely_benign
.	N	N	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	D	.	Likely_benign
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	N	A	.	Pathogenic
.	D	D	.	Likely_benign
.	D	A	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Pathogenic
.	.	N	.	Likely_benign
.	N	D	.	Uncertain_significance
.	N	N	D	Uncertain_significance
.	N	D	D	Uncertain_significance
D	D	D	D	Uncertain_significance
D	.	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Benign/Likely_benign
D	N	D	T	Uncertain_significance
D	N	D	T	Benign
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	P	T	Benign/Likely_benign
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	N	A	.	Pathogenic
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
D	N	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
T	.	N	T	Uncertain_significance
T	.	N	T	Uncertain_significance
.	N	A	.	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Pathogenic
T	D	D	T	Uncertain_significance
D	D	A	T	Pathogenic
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Conflicting_interpretations_of_pathogenicity
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Likely_benign
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Likely_benign
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	D	T	Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	.	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	D	D	T	Uncertain_significance
D	N	D	T	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Likely_pathogenic
T	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	D	T	Conflicting_interpretations_of_pathogenicity
T	N	D	T	Uncertain_significance
T	D	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	P	T	Benign
T	N	N	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
D	N	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	N	N	T	Uncertain_significance
D	N	N	T	Conflicting_interpretations_of_pathogenicity
.	.	N	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
T	D	D	T	Uncertain_significance
T	D	D	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
T	.	P	T	Benign
T	D	D	T	Uncertain_significance
D	N	D	.	Uncertain_significance
D	D	D	.	Uncertain_significance
D	N	D	.	Uncertain_significance
D	N	D	.	Uncertain_significance
.	N	A	.	Likely_pathogenic
D	N	D	T	Uncertain_significance
.	D	A	.	Pathogenic
.	D	A	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	N	T	Likely_benign
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	A	.	Likely_pathogenic
D	N	N	T	Likely_benign
D	N	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
T	D	P	T	Likely_benign
.	D	A	.	Likely_pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
.	D	A	.	Likely_pathogenic
.	D	D	.	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	N	N	.	Benign
D	D	D	T	Uncertain_significance
T	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic
T	D	A	T	Pathogenic
T	N	A	T	Pathogenic
D	D	D	D	Uncertain_significance
T	N	N	D	Benign
T	N	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	D	D	Uncertain_significance
T	D	A	D	.
D	D	A	D	Pathogenic
T	N	N	D	Uncertain_significance
T	N	D	T	Uncertain_significance
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	N	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
D	.	D	.	Likely_pathogenic
D	.	D	.	Uncertain_significance
D	.	D	T	Likely_pathogenic
D	.	D	T	Pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Pathogenic/Likely_pathogenic
D	.	D	T	Pathogenic
D	.	D	T	Pathogenic
D	.	D	T	Uncertain_significance
D	.	D	T	Likely_pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Likely_pathogenic
D	.	D	T	Uncertain_significance
D	.	D	T	Pathogenic
D	.	D	T	Uncertain_significance
T	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
T	.	N	T	Uncertain_significance
D	.	D	T	Pathogenic/Likely_pathogenic
T	.	N	T	Benign
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
T	.	D	T	Likely_benign
T	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	D	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	.	Uncertain_significance
D	N	N	T	association
.	D	A	.	Pathogenic
.	D	D	.	Pathogenic
.	N	P	.	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Benign
T	.	D	T	Uncertain_significance
T	N	D	T	Benign
D	N	N	T	Benign
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	D	D	T	Pathogenic
T	N	D	T	Uncertain_significance
T	N	N	T	Benign
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	D	Uncertain_significance
D	N	N	D	Uncertain_significance
T	N	N	T	Likely_benign
D	D	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	N	D	D	Pathogenic
D	N	D	D	Uncertain_significance
T	N	D	D	Likely_pathogenic
T	N	N	D	Uncertain_significance
D	N	D	D	Likely_pathogenic
T	N	D	D	Likely_pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
D	D	D	D	Likely_pathogenic
.	D	D	.	Pathogenic
D	N	D	D	Pathogenic
D	D	D	D	Uncertain_significance
D	D	D	D	Pathogenic
D	D	D	D	Pathogenic
T	N	N	D	Likely_pathogenic
T	D	D	D	Pathogenic/Likely_pathogenic
D	N	D	D	Pathogenic
T	N	N	D	Likely_benign
.	.	N	.	Pathogenic
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	A	D	Pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	D	Uncertain_significance
D	D	D	T	Likely_benign
D	D	D	D	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	risk_factor
D	.	D	T	Uncertain_significance
D	.	D	T	Likely_pathogenic
T	.	D	T	Benign
T	.	N	T	Uncertain_significance
T	.	D	T	Uncertain_significance
D	.	D	T	Benign/Likely_benign
D	.	D	T	Benign
.	.	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Benign
D	N	D	T	Benign/Likely_benign
D	D	D	T	Uncertain_significance
T	D	N	T	Uncertain_significance
T	N	N	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	N	T	Likely_benign
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
.	D	A	.	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Likely_benign
T	N	N	T	Uncertain_significance
D	D	D	T	Benign/Likely_benign
D	D	D	T	Benign
T	D	D	T	Uncertain_significance
T	D	D	T	Benign
D	D	D	T	Uncertain_significance
T	D	D	T	Likely_pathogenic
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_benign
D	D	D	T	Uncertain_significance
T	D	A	T	Pathogenic,_risk_factor
T	D	D	T	Uncertain_significance
T	D	D	T	Benign/Likely_benign
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Benign/Likely_benign
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	.	D	T	Uncertain_significance
D	.	D	T	Benign/Likely_benign
.	N	N	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	N	N	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Conflicting_interpretations_of_pathogenicity
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	N	N	T	Uncertain_significance
.	D	D	T	Uncertain_significance
.	D	D	T	Benign/Likely_benign
D	N	D	T	Uncertain_significance
.	D	A	.	Pathogenic
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	N	N	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	T	Benign/Likely_benign
T	N	N	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Conflicting_interpretations_of_pathogenicity
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Conflicting_interpretations_of_pathogenicity
.	.	D	.	Conflicting_interpretations_of_pathogenicity
.	D	A	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Uncertain_significance
.	D	A	.	Uncertain_significance
.	.	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Pathogenic
.	D	A	.	Uncertain_significance
.	D	A	.	Pathogenic
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Uncertain_significance
.	N	D	.	Likely_pathogenic
.	D	D	.	Uncertain_significance
.	D	D	.	Pathogenic
.	.	D	.	Uncertain_significance
T	N	N	D	Likely_benign
D	D	D	D	Uncertain_significance
T	N	N	D	Likely_benign
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	P	T	Likely_benign
T	N	P	T	Benign
D	N	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	D	not_provided
D	D	D	D	Uncertain_significance
D	D	D	D	Conflicting_interpretations_of_pathogenicity
D	D	D	T	Uncertain_significance
D	N	D	T	Uncertain_significance
D	N	D	T	Likely_benign
D	D	A	T	Conflicting_interpretations_of_pathogenicity
T	N	N	T	Likely_benign
D	D	D	T	Likely_pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Likely_pathogenic
T	D	D	T	Uncertain_significance
D	D	D	D	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
D	D	D	D	Likely_pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	T	Likely_pathogenic
T	D	D	T	Likely_pathogenic
T	D	D	T	not_provided
D	D	D	D	Likely_pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	not_provided
D	D	D	T	Likely_pathogenic
T	D	D	D	not_provided
D	D	D	T	Pathogenic
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Conflicting_interpretations_of_pathogenicity
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
T	D	D	T	not_provided
T	D	D	T	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Likely_pathogenic
D	D	D	T	Pathogenic/Likely_pathogenic
D	D	D	D	Pathogenic/Likely_pathogenic
D	D	D	T	Pathogenic
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
D	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	D	D	T	Uncertain_significance
T	N	N	T	Uncertain_significance
T	D	D	T	Likely_benign
D	D	D	T	Uncertain_significance
T	D	D	T	Likely_benign
T	D	D	T	Uncertain_significance
.	.	D	.	Uncertain_significance
D	D	D	T	Uncertain_significance
T	N	N	D	Uncertain_significance
T	D	D	D	Likely_benign
T	D	D	D	Likely_benign
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
T	N	N	D	Likely_benign
D	D	D	D	Uncertain_significance
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
.	D	A	.	Pathogenic
T	.	A	D	Pathogenic
.	D	D	.	Pathogenic
.	D	A	.	Pathogenic
.	D	D	.	Likely_benign
D	D	A	D	Pathogenic
D	D	A	D	Pathogenic
D	N	D	D	Likely_benign
T	D	D	D	Uncertain_significance
D	D	D	.	Pathogenic
D	N	P	T	Likely_benign
D	N	N	T	Uncertain_significance
D	N	N	T	Uncertain_significance
.	.	D	.	Uncertain_significance
D	.	N	T	Uncertain_significance
D	.	N	T	Uncertain_significance
D	U	P	T	Likely_benign
D	N	N	T	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	D	.	Uncertain_significance
.	N	D	.	Uncertain_significance
.	N	N	.	Uncertain_significance
.	.	P	.	Benign
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Uncertain_significance
.	.	N	.	Pathogenic
.	.	N	.	Pathogenic
.	.	N	.	Benign
T	N	N	D	Benign
T	N	N	D	Uncertain_significance
T	N	N	D	Benign
T	N	D	D	Pathogenic
T	D	D	D	Uncertain_significance
D	D	D	T	Pathogenic
D	D	D	T	Pathogenic
